timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
396561663,396561663,41,0,0,0,1513,1515,1284,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
397055311,397055311,41,0,0,0,1513,1515,1284,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
397550945,397550945,41,0,0,0,1513,1515,1268,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
398067713,398067713,41,0,0,0,1513,1515,1202,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
398554366,398554366,41,0,0,0,1513,1515,1215,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
399071498,399071498,41,0,0,0,1513,1515,1211,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
399564649,399564649,41,0,0,0,1513,1515,1211,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
400054732,400054732,41,0,0,0,1513,1515,1211,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
400553851,400553851,41,0,0,0,1513,1515,1172,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
401072605,401072605,41,0,0,0,1513,1515,1288,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
401571691,401571691,41,0,0,0,1513,1515,1333,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
402061402,402061402,41,0,0,0,1513,1515,1243,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
402564662,402564662,41,0,0,0,1513,1515,1272,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
403066424,403066424,41,0,0,0,1513,1515,1221,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
403566833,403566833,41,0,0,0,1513,1515,1231,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
404062489,404062489,41,0,0,0,1513,1515,1209,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
404560617,404560617,41,0,0,0,1513,1515,1215,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
405051673,405051673,41,0,0,0,1513,1515,1269,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
405563655,405563655,41,0,0,0,1513,1515,1275,1520,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
406053444,406053444,41,0,0,0,1513,1515,1241,1511,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
406567582,406567582,41,0,0,0,1513,1515,1317,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
407069783,407069783,41,0,0,0,1513,1515,1235,1516,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
407559949,407559949,41,0,0,0,1513,1515,1235,1516,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
408059257,408059257,41,0,0,0,1513,1515,1309,1516,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
408550799,408550799,41,0,0,0,1513,1515,1318,1515,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
409070863,409070863,41,0,0,0,1513,1515,1395,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
409565665,409565665,41,0,0,0,1513,1515,1455,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
410061718,410061718,41,0,0,0,1513,1515,1468,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
410559415,410559415,41,0,0,0,1513,1515,1374,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
411058534,411058534,41,0,0,0,1513,1515,1433,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
411554754,411554754,41,0,0,0,1513,1515,1332,1512,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
412056871,412056871,41,0,0,0,1513,1515,1280,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
412561537,412561537,41,0,0,0,1513,1515,1238,1512,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
413064230,413064230,41,0,0,0,1513,1515,1313,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
413560133,413560133,41,0,0,0,1513,1515,1377,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
414056664,414056664,41,0,0,0,1513,1515,1251,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
414571632,414571632,41,0,0,0,1513,1515,1327,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
415069178,415069178,41,0,0,0,1513,1515,1327,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
415564526,415564526,41,0,0,0,1513,1515,1371,1530,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
416059107,416059107,41,0,0,0,1513,1515,1304,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
416555272,416555272,41,0,0,0,1513,1515,1393,1511,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
417068004,417068004,41,0,0,0,1513,1515,1255,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
417570094,417570094,41,0,0,0,1513,1515,1335,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
418061793,418061793,41,0,0,0,1513,1515,1377,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
418557508,418557508,41,0,0,0,1513,1515,1418,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
419054190,419054190,41,0,0,0,1513,1515,1448,1514,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
419571172,419571172,41,0,0,0,1513,1515,1421,1511,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
420056881,420056881,41,0,0,0,1513,1515,1417,1514,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
420552904,420552904,41,0,0,0,1513,1515,1417,1514,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
421068133,421068133,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
421568332,421568332,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
422065715,422065715,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
422557151,422557151,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
423054987,423054987,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
423570470,423570470,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
424066923,424066923,41,0,0,0,1513,1515,1417,1513,1934,1934,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
424558270,424558270,41,0,0,0,1513,1515,1417,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
425054642,425054642,41,0,0,0,1513,1515,1417,1513,1934,1514,1934,1094,1094,1514,1514,1514,1514,1514,1514,1514,998,998,18,0,0,4
