timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
386803392,386800249,2162698,-0.0068662437,0.0018787589,-0.0020791737,0.34906584,2.8655591e-09,2.865417e-09,4.157044e-09,2162698,0.0039006937,-0.00720196,-0.037259325,0.4,1.7781153e-05,1.7788972e-05,5.0054446e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
387001523,386998107,2162698,-0.0068517514,0.001876847,-0.0020718947,0.34906584,2.856997e-09,2.8568476e-09,4.1647215e-09,2162698,0.0041013057,-0.007340739,-0.03945344,0.4,1.7716844e-05,1.7724746e-05,4.993612e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
387802248,387798530,2162698,-0.0068916804,0.0018833665,-0.0020712204,0.34906584,2.8397504e-09,2.8395701e-09,4.232406e-09,2162698,0.005078774,-0.00695841,-0.037575632,0.4,1.7613367e-05,1.7621705e-05,4.9914265e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
388004177,388000886,2162698,-0.0068956893,0.0018941356,-0.0020733767,0.34906584,2.8418274e-09,2.8416414e-09,4.2585087e-09,2162698,0.005435107,-0.0074392487,-0.035969812,0.4,1.7633041e-05,1.7641485e-05,5.0019667e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
388601996,388598957,2162698,-0.006921589,0.0018975203,-0.0020677114,0.34906584,2.8129499e-09,2.8127578e-09,4.2979815e-09,2162698,0.006132333,-0.0067271176,-0.034470636,0.4,1.7520117e-05,1.7528795e-05,4.989457e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
389042020,389039642,2162698,-0.0069522127,0.0019144508,-0.0020762573,0.34906584,2.8068678e-09,2.8066751e-09,4.3496993e-09,2162698,0.0067563746,-0.006946903,-0.03522779,0.4,1.7532791e-05,1.754162e-05,5.008073e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
389402474,389399412,2162698,-0.0069593643,0.0019304609,-0.0020786966,0.34906584,2.7783662e-09,2.7781737e-09,4.3801913e-09,2162698,0.0075318255,-0.0071097855,-0.03637615,0.4,1.7477816e-05,1.7486711e-05,5.0094077e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
389600537,389597242,2162698,-0.006950661,0.0019362553,-0.0020744107,0.34906584,2.7573932e-09,2.7572014e-09,4.385139e-09,2162698,0.007975853,-0.006993075,-0.03763466,0.4,1.7402746e-05,1.7411647e-05,4.9974406e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
389811008,389808591,2162698,-0.0069813053,0.0019401903,-0.0020823833,0.34906584,2.7518074e-09,2.7516147e-09,4.415449e-09,2162698,0.008080426,-0.006897976,-0.03865749,0.4,1.742319e-05,1.7432138e-05,5.0134545e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
390401018,390397670,2162698,-0.0069709118,0.0019487496,-0.002075893,0.34906584,2.6950324e-09,2.6948384e-09,4.4441975e-09,2162698,0.008966121,-0.006831194,-0.03815515,0.4,1.7256532e-05,1.7265433e-05,4.994841e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
391003535,391000277,2162698,-0.0069882413,0.0019751631,-0.0020797586,0.34906584,2.6491709e-09,2.6489653e-09,4.497902e-09,2162698,0.010051959,-0.007169608,-0.037586574,0.4,1.7184646e-05,1.7193412e-05,5.00579e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
391601568,391598313,2162698,-0.006987404,0.0019619723,-0.0020701713,0.34906584,2.5841207e-09,2.5839104e-09,4.5276822e-09,2162698,0.01009492,-0.0069200606,-0.03650126,0.4,1.7023003e-05,1.7031423e-05,4.992172e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
391803904,391800669,2162698,-0.0070192334,0.0019769876,-0.0020744838,0.34906584,2.5710565e-09,2.5708453e-09,4.5509982e-09,2162698,0.010549993,-0.006513363,-0.035691667,0.4,1.7021941e-05,1.7030268e-05,5.002574e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
392002321,391998534,2162698,-0.006992259,0.001994358,-0.00206714,0.34906584,2.5465663e-09,2.546357e-09,4.552989e-09,2162698,0.011286344,-0.006874664,-0.036376614,0.4,1.6944821e-05,1.6953021e-05,4.9906394e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
392630384,392628080,2162698,-0.0070263906,0.0020091936,-0.0020642476,0.34906584,2.4984863e-09,2.4982845e-09,4.596545e-09,2162698,0.0118937045,-0.006179736,-0.035941496,0.4,1.6854005e-05,1.6861914e-05,4.99354e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
393004653,393001315,2162698,-0.0070258337,0.0020431785,-0.0020672332,0.34906584,2.4695281e-09,2.4693316e-09,4.6258277e-09,2162698,0.012925254,-0.0064903293,-0.036665242,0.4,1.6820106e-05,1.682786e-05,5.000047e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
