timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
382414811,1200.0,0.6107236,1136.5267,0.0,11617,101,46.856804,1072,9,0,0,0,0.008395523,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383495557,1200.0,0.6107236,1130.8213,0.0,11645,101,20.941135,1073,9,0,0,0,0.008387698,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384494841,1200.0,0.6107236,1182.9481,0.0,11669,101,20.78821,1074,9,0,0,0,0.008379889,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385413600,1200.0,0.6107236,1183.826,0.0,11695,101,20.873507,1075,9,0,0,0,0.008372093,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386462351,1200.0,0.6107236,1041.177,0.0,11725,101,20.963295,1076,9,0,0,0,0.008364312,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387447607,1200.0,0.6107236,1122.057,0.0,11748,101,20.852386,1077,9,0,0,0,0.008356546,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388417557,1200.0,0.6107236,999.4689,0.0,11775,101,20.884424,1078,9,0,0,0,0.008348794,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389568600,1200.0,0.6107236,1199.981,0.0,11809,101,20.843342,1079,9,0,0,0,0.008341056,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390491633,1200.0,0.6107236,1151.732,0.0,11830,101,20.832363,1080,9,0,0,0,0.008333334,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391421591,1200.0,0.6107236,1125.0975,0.0,11857,101,20.87195,1082,9,0,0,0,0.00831793,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392558623,1200.0,0.6107236,1064.0109,0.0,11886,101,46.780647,1083,9,0,0,0,0.008310249,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393406236,1200.0,0.6107236,1414.6743,0.0,11909,101,20.847834,1084,9,0,0,0,0.008302583,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394407073,1200.0,0.6107236,903.31085,0.0,11935,101,20.98399,1085,9,0,0,0,0.008294931,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395451646,1200.0,0.6107236,1211.1637,0.0,11964,101,20.813778,1086,9,0,0,0,0.008287293,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396486586,1200.0,0.6107236,1119.5297,0.0,11994,101,20.91648,1087,9,0,0,0,0.008279669,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397559689,1200.0,0.6107236,1235.7334,0.0,12018,101,20.978498,1088,9,0,0,0,0.008272059,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398556797,1200.0,0.6107236,1105.6355,0.0,12045,101,20.936289,1089,9,0,0,0,0.008264462,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399484565,1200.0,0.6107236,1131.7649,0.0,12074,101,20.958609,1090,9,0,0,0,0.008256881,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400552918,1200.0,0.6107236,1075.8177,0.0,12099,101,20.938066,1091,9,0,0,0,0.008249313,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401521565,1200.0,0.6107236,1076.713,0.0,12125,101,20.801264,1093,9,0,0,0,0.008234218,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402476561,1200.0,0.6107236,1044.5372,0.0,12150,101,46.97919,1094,9,0,0,0,0.008226691,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403414823,1200.0,0.6107236,1305.2285,0.0,12178,101,20.987595,1095,9,0,0,0,0.008219178,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404499826,1200.0,0.6107236,1026.3431,0.0,12207,101,20.804255,1096,9,0,0,0,0.008211679,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405475779,1200.0,0.6107236,1176.2695,0.0,12231,101,20.862888,1097,9,0,0,0,0.008204193,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406585900,1200.0,0.6107236,1122.9261,0.0,12260,101,20.850088,1098,9,0,0,0,0.008196721,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407455606,1200.0,0.6107236,1155.4131,0.0,12283,101,20.953087,1099,9,0,0,0,0.008189263,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408482246,1200.0,0.6107236,1138.7019,0.0,12310,101,20.976088,1100,9,0,0,0,0.008181818,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409628058,1200.0,0.6107236,1129.607,0.0,12343,101,20.918648,1101,9,0,0,0,0.008174387,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410504176,1200.0,0.6107236,1038.9929,0.0,12363,101,20.819515,1102,9,0,0,0,0.008166969,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411490656,1200.0,0.6107236,1367.7134,0.0,12390,101,20.843237,1104,9,0,0,0,0.008152174,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412626009,1200.0,0.6107236,1056.7783,0.0,12425,101,46.637165,1105,9,0,0,0,0.008144797,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413547719,1200.0,0.6107236,1196.9496,0.0,12447,101,20.929176,1106,9,0,0,0,0.008137432,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414473662,1200.0,0.6107236,994.1853,0.0,12474,101,20.774021,1107,9,0,0,0,0.008130081,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415579716,1200.0,0.6107236,1096.175,0.0,12499,101,20.81345,1108,9,0,0,0,0.008122744,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
416546839,1200.0,0.6107236,1215.0836,0.0,12528,101,20.847023,1109,9,0,0,0,0.008115419,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417466744,1200.0,0.6107236,1113.0569,0.0,12554,101,20.90715,1110,9,0,0,0,0.008108108,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
418545894,1200.0,0.6107236,1046.9374,0.0,12580,101,20.978708,1111,9,0,0,0,0.00810081,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
419469665,1200.0,0.6107236,1256.2864,0.0,12607,101,20.822426,1112,9,0,0,0,0.008093525,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420463637,1200.0,0.6107236,1139.4805,0.0,12631,101,20.990429,1113,9,0,0,0,0.008086253,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421528460,1200.0,0.6107236,1205.8367,0.0,12660,101,20.790289,1115,9,0,0,0,0.008071749,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422469649,1200.0,0.6107236,1064.3436,0.0,12688,101,46.62083,1116,9,0,0,0,0.008064516,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423436557,1200.0,0.6107236,1125.0325,0.0,12711,101,20.981956,1117,9,0,0,0,0.008057296,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424616444,1200.0,0.6107236,1250.768,0.0,12743,101,20.979334,1118,9,0,0,0,0.00805009,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
